i,time,layer,decision,datetime,reason,box_cause,event_type,direction,box_dir,entry_price,exit_time,exit_price,exit_reason,pnl,equity,dd,in_position,position_owner,l2_reason
3679,1723651200,,nonentry,2024-08-14 16:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3680,1723658400,,nonentry,2024-08-14 18:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3681,1723662000,,nonentry,2024-08-14 19:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3682,1723665600,,nonentry,2024-08-14 20:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3683,1723669200,L1,entry,2024-08-14 21:00,entered,,ENTRY,long,,19166.0,1723705200,19111.0,STOP_LOSS_SOFT,-1100.0,22645.0,4898.0,True,L1,
3684,1723672800,L1,nonentry,2024-08-14 22:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3685,1723676400,L1,nonentry,2024-08-14 23:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3686,1723680000,L1,nonentry,2024-08-15 00:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3687,1723683600,L1,nonentry,2024-08-15 01:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3688,1723687200,L1,nonentry,2024-08-15 02:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3689,1723690800,L1,nonentry,2024-08-15 03:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3690,1723694400,L1,nonentry,2024-08-15 04:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3691,1723698000,L1,nonentry,2024-08-15 05:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3692,1723701600,L1,nonentry,2024-08-15 06:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3693,1723705200,,nonentry,2024-08-15 07:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3694,1723708800,,nonentry,2024-08-15 08:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3695,1723712400,,nonentry,2024-08-15 09:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3696,1723716000,,nonentry,2024-08-15 10:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3697,1723719600,,nonentry,2024-08-15 11:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3698,1723723200,,nonentry,2024-08-15 12:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3699,1723726800,,nonentry,2024-08-15 13:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3700,1723730400,L1,entry,2024-08-15 14:00,entered,,ENTRY,long,,19583.5,1723776540,19677.0,TAKE_PROFIT_HARD,1870.0,24515.0,3028.0,True,L1,
3701,1723734000,L1,nonentry,2024-08-15 15:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3702,1723737600,L1,nonentry,2024-08-15 16:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3703,1723744800,L1,nonentry,2024-08-15 18:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3704,1723748400,L1,nonentry,2024-08-15 19:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3705,1723752000,L1,nonentry,2024-08-15 20:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3706,1723755600,L1,nonentry,2024-08-15 21:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3707,1723759200,L1,nonentry,2024-08-15 22:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3708,1723762800,L1,nonentry,2024-08-15 23:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3709,1723766400,L1,nonentry,2024-08-16 00:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3710,1723770000,L1,nonentry,2024-08-16 01:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3711,1723773600,L1,nonentry,2024-08-16 02:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3712,1723777200,,nonentry,2024-08-16 03:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3713,1723780800,,nonentry,2024-08-16 04:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3714,1723784400,,nonentry,2024-08-16 05:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3715,1723788000,,nonentry,2024-08-16 06:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3716,1723791600,,nonentry,2024-08-16 07:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3717,1723795200,,nonentry,2024-08-16 08:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3718,1723798800,,nonentry,2024-08-16 09:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3719,1723802400,,nonentry,2024-08-16 10:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3720,1723806000,,nonentry,2024-08-16 11:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3721,1723809600,L1,entry,2024-08-16 12:00,entered,,ENTRY,long,,19575.75,1724004120,19669.25,TAKE_PROFIT_HARD,1870.0,26385.0,1158.0,True,L1,
3722,1723813200,L1,nonentry,2024-08-16 13:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3723,1723816800,L1,nonentry,2024-08-16 14:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3724,1723820400,L1,nonentry,2024-08-16 15:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3725,1723824000,L1,nonentry,2024-08-16 16:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3726,1724004000,L1,nonentry,2024-08-18 18:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
3727,1724007600,,nonentry,2024-08-18 19:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3728,1724011200,,nonentry,2024-08-18 20:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3729,1724014800,,nonentry,2024-08-18 21:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3730,1724018400,,nonentry,2024-08-18 22:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3731,1724022000,,nonentry,2024-08-18 23:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3732,1724025600,,nonentry,2024-08-19 00:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3733,1724029200,,nonentry,2024-08-19 01:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3734,1724032800,,nonentry,2024-08-19 02:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
3735,1724036400,,nonentry,2024-08-19 03:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
