set,instrument,lead_min,stop_pct,direction,et,title,pnl_usd,stopped_pre_release,pre_usd,resolution_usd
RELEASES,GC,15,0.1,short,2022-02-04 08:30:00,Non Farm Payrolls,1729.9999999999955,False,-29.999999999995453,-1700.0
RELEASES,GC,15,0.1,short,2022-02-10 08:30:00,Inflation Rate MoM,-183.17999999999302,False,-70.00000000000455,90.0000000000091
RELEASES,GC,15,0.1,short,2022-02-16 08:30:00,Retail Sales MoM,-185.3800000000092,True,129.99999999999545,240.0000000000091
RELEASES,GC,15,0.1,short,2022-02-25 08:30:00,Durable Goods Orders MoM,-189.23999999999523,True,250.0,-160.00000000001364
RELEASES,GC,15,0.1,short,2022-03-04 08:30:00,Non Farm Payrolls,-194.54000000000633,True,139.99999999998636,79.99999999999545
RELEASES,GC,15,0.1,short,2022-03-10 08:30:00,Inflation Rate MoM,-201.09999999999673,True,-379.99999999999545,489.99999999998636
RELEASES,GC,15,0.1,short,2022-03-16 08:30:00,Retail Sales MoM,420.00000000000455,False,-609.9999999999909,189.99999999998636
RELEASES,GC,15,0.1,short,2022-03-16 14:00:00,Fed Interest Rate Decision,-190.949999999998,False,-120.00000000000455,79.99999999999545
RELEASES,GC,15,0.1,short,2022-03-24 08:30:00,Durable Goods Orders MoM,729.9999999999955,False,-820.0000000000045,90.0000000000091
RELEASES,GC,15,0.1,short,2022-04-01 08:30:00,Non Farm Payrolls,-193.37000000000444,True,0.0,250.0
RELEASES,GC,15,0.1,short,2022-04-12 08:30:00,Inflation Rate MoM,-196.28999999999905,False,-360.00000000001364,1140.000000000009
RELEASES,GC,15,0.1,short,2022-04-14 08:30:00,Retail Sales MoM,729.9999999999955,False,-429.99999999999545,-300.0
RELEASES,GC,15,0.1,short,2022-04-26 08:30:00,Durable Goods Orders MoM,170.00000000000455,False,-390.0000000000091,220.00000000000455
RELEASES,GC,15,0.1,short,2022-05-04 14:00:00,Fed Interest Rate Decision,-186.8199999999888,False,-100.0,550.0
RELEASES,GC,15,0.1,short,2022-05-06 08:30:00,Non Farm Payrolls,-188.25999999999112,True,190.0000000000091,-79.99999999999545
RELEASES,GC,15,0.1,short,2022-05-11 08:30:00,Inflation Rate MoM,790.0000000000091,False,-100.0,-690.0000000000091
RELEASES,GC,15,0.1,short,2022-05-17 08:30:00,Retail Sales MoM,200.0,False,-329.99999999999545,129.99999999999545
RELEASES,GC,15,0.1,short,2022-05-25 08:30:00,Durable Goods Orders MoM,-185.23000000000138,True,150.0,-139.99999999998636
RELEASES,GC,15,0.1,short,2022-06-03 08:30:00,Non Farm Payrolls,909.9999999999909,False,-309.9999999999909,-600.0
RELEASES,GC,15,0.1,short,2022-06-10 08:30:00,Inflation Rate MoM,-183.51000000000113,False,30.00000000001819,1119.9999999999818
